chunk_id,source,planning_area,region,model_vintage,latest_psf,psf_cagr_pct,gross_yield_pct,mrt_dist_m,cbd_dist_km,text
roi_river_valley,roi,River Valley,Central Region,2022,3125.0,5.43,1.76,438,0.2,"Area Investment Profile — River Valley | Central Region

Location & Accessibility:
  MRT access: 438m avg — Excellent (≤500m)
  Distance to CBD: 0.2 km
  Nearest top primary school: 2209m
  Nearest shopping mall: 369m
  Nearest park: 390m

Private Property PSF (URA transaction data):
  2021: SGD 2,399  2022: SGD 2,533  2023: SGD 2,586  2024: SGD 2,342  2025: SGD 2,869
  PSF CAGR 2021-2026: +5.4%/yr
  Based on 5,863 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 4.59 (2026Q1)
  Gross rental yield: 1.76%/yr
  Net rental yield (est.): 0.76%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 3,148  2024: SGD 3,143  2025: SGD 3,094  2026: SGD 3,089  (CAGR -0.6%/yr)
  2-bed: 2023: SGD 2,324  2024: SGD 2,202  2025: SGD 2,373  2026: SGD 2,543  (CAGR +3.0%/yr)
  3-bed: 2023: SGD 2,851  2024: SGD 2,773  2025: SGD 2,367  2026: SGD 2,357  (CAGR -6.1%/yr)
  4-bed: 2023: SGD 2,890  2024: SGD 3,039  2025: SGD 2,889  2026: SGD 2,784  (CAGR -1.2%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_rochor,roi,Rochor,Central Region,2022,3125.0,5.43,1.76,360,0.0,"Area Investment Profile — Rochor | Central Region

Location & Accessibility:
  MRT access: 360m avg — Excellent (≤500m)
  Distance to CBD: 0.0 km
  Nearest top primary school: 2352m
  Nearest shopping mall: 180m
  Nearest park: 252m

Private Property PSF (URA transaction data):
  2021: SGD 2,399  2022: SGD 2,533  2023: SGD 2,586  2024: SGD 2,342  2025: SGD 2,869
  PSF CAGR 2021-2026: +5.4%/yr
  Based on 5,863 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 4.59 (2026Q1)
  Gross rental yield: 1.76%/yr
  Net rental yield (est.): 0.76%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 2,245  2024: SGD 2,288  2025: SGD 2,716  2026: SGD 2,759  (CAGR +7.1%/yr)
  2-bed: 2023: SGD 2,059  2024: SGD 1,961  2025: SGD 2,098  2026: SGD 2,247  (CAGR +3.0%/yr)
  3-bed: 2023: SGD 1,118  2024: SGD 1,139  2025: SGD 1,348  2026: SGD 1,369  (CAGR +7.0%/yr)
  4-bed: 2023: SGD 1,642  2024: SGD 1,699  2025: SGD 1,600  2026: SGD 1,543  (CAGR -2.1%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_sembawang,roi,Sembawang,North Region,2022,1344.0,2.17,4.05,842,14.8,"Area Investment Profile — Sembawang | North Region

Location & Accessibility:
  MRT access: 842m avg — Good (500-1000m)
  Distance to CBD: 14.8 km
  Nearest top primary school: 1681m
  Nearest shopping mall: 139m
  Nearest park: 602m

Private Property PSF (URA transaction data):
  2021: SGD 1,207  2022: SGD 1,236  2023: SGD 1,269  2024: SGD 1,301  2025: SGD 1,334
  PSF CAGR 2021-2026: +2.2%/yr
  Based on 4,994 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 4.54 (2026Q1)
  Gross rental yield: 4.05%/yr
  Net rental yield (est.): 3.05%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 866  2024: SGD 835  2025: SGD 834  2026: SGD 866  (CAGR -0.0%/yr)
  2-bed: 2023: SGD 946  2024: SGD 941  2025: SGD 897  2026: SGD 892  (CAGR -1.9%/yr)
  3-bed: 2023: SGD 884  2024: SGD 888  2025: SGD 867  2026: SGD 862  (CAGR -0.8%/yr)
  4-bed: 2023: SGD 852  2024: SGD 850  2025: SGD 812  2026: SGD 808  (CAGR -1.8%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_sengkang,roi,Sengkang,North East Region,2022,1641.0,6.18,2.79,558,10.1,"Area Investment Profile — Sengkang | North East Region

Location & Accessibility:
  MRT access: 558m avg — Good (500-1000m)
  Distance to CBD: 10.1 km
  Nearest top primary school: 2745m
  Nearest shopping mall: 714m
  Nearest park: 493m

Private Property PSF (URA transaction data):
  2021: SGD 1,216  2022: SGD 1,302  2023: SGD 1,433  2024: SGD 1,515  2025: SGD 1,602
  PSF CAGR 2021-2026: +6.2%/yr
  Based on 13,028 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 3.82 (2026Q1)
  Gross rental yield: 2.79%/yr
  Net rental yield (est.): 1.79%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 1,167  2024: SGD 1,130  2025: SGD 1,160  2026: SGD 1,188  (CAGR +0.6%/yr)
  2-bed: 2023: SGD 1,111  2024: SGD 1,083  2025: SGD 1,044  2026: SGD 1,059  (CAGR -1.6%/yr)
  3-bed: 2023: SGD 1,039  2024: SGD 1,028  2025: SGD 950  2026: SGD 939  (CAGR -3.3%/yr)
  4-bed: 2023: SGD 1,101  2024: SGD 1,026  2025: SGD 930  2026: SGD 968  (CAGR -4.2%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_serangoon,roi,Serangoon,North East Region,2022,1517.0,4.7,3.95,2668,9.3,"Area Investment Profile — Serangoon | North East Region

Location & Accessibility:
  MRT access: 2668m avg — Low (>1.5km)
  Distance to CBD: 9.3 km
  Nearest top primary school: 1617m
  Nearest shopping mall: 126m
  Nearest park: 1339m

Private Property PSF (URA transaction data):
  2021: SGD 1,206  2022: SGD 1,242  2023: SGD 1,341  2024: SGD 1,433  2025: SGD 1,480
  PSF CAGR 2021-2026: +4.7%/yr
  Based on 2,392 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 4.99 (2026Q1)
  Gross rental yield: 3.95%/yr
  Net rental yield (est.): 2.95%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 1,273  2024: SGD 1,306  2025: SGD 1,336  2026: SGD 1,316  (CAGR +1.1%/yr)
  2-bed: 2023: SGD 1,202  2024: SGD 1,229  2025: SGD 1,232  2026: SGD 1,215  (CAGR +0.4%/yr)
  3-bed: 2023: SGD 1,243  2024: SGD 1,197  2025: SGD 1,156  2026: SGD 1,198  (CAGR -1.2%/yr)
  4-bed: 2023: SGD 1,132  2024: SGD 1,137  2025: SGD 996  2026: SGD 961  (CAGR -5.3%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_tampines,roi,Tampines,East Region,2022,1905.0,9.74,2.25,1267,8.5,"Area Investment Profile — Tampines | East Region

Location & Accessibility:
  MRT access: 1267m avg — Moderate (1-1.5km)
  Distance to CBD: 8.5 km
  Nearest top primary school: 1842m
  Nearest shopping mall: 1637m
  Nearest park: 342m

Private Property PSF (URA transaction data):
  2021: SGD 1,197  2022: SGD 1,241  2023: SGD 1,364  2024: SGD 1,426  2025: SGD 1,718
  PSF CAGR 2021-2026: +9.7%/yr
  Based on 9,302 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 3.57 (2026Q1)
  Gross rental yield: 2.25%/yr
  Net rental yield (est.): 1.25%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 1,141  2024: SGD 1,203  2025: SGD 1,273  2026: SGD 1,234  (CAGR +2.6%/yr)
  2-bed: 2023: SGD 1,075  2024: SGD 1,076  2025: SGD 1,044  2026: SGD 1,037  (CAGR -1.2%/yr)
  3-bed: 2023: SGD 1,081  2024: SGD 1,072  2025: SGD 977  2026: SGD 969  (CAGR -3.6%/yr)
  4-bed: 2023: SGD 1,045  2024: SGD 1,052  2025: SGD 1,000  2026: SGD 996  (CAGR -1.6%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_tanglin,roi,Tanglin,Central Region,2022,2328.0,-0.47,4.32,820,0.6,"Area Investment Profile — Tanglin | Central Region

Location & Accessibility:
  MRT access: 820m avg — Good (500-1000m)
  Distance to CBD: 0.6 km
  Nearest top primary school: 1790m
  Nearest shopping mall: 516m
  Nearest park: 599m

Private Property PSF (URA transaction data):
  2021: SGD 2,384  2022: SGD 2,656  2023: SGD 2,554  2024: SGD 2,280  2025: SGD 2,796
  PSF CAGR 2021-2026: -0.5%/yr
  Based on 7,465 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 8.38 (2026Q1)
  Gross rental yield: 4.32%/yr
  Net rental yield (est.): 3.32%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 2,195  2024: SGD 2,180  2025: SGD 2,027  2026: SGD 2,012  (CAGR -2.9%/yr)
  2-bed: 2023: SGD 2,104  2024: SGD 2,048  2025: SGD 2,026  2026: SGD 2,093  (CAGR -0.2%/yr)
  3-bed: 2023: SGD 2,046  2024: SGD 1,964  2025: SGD 1,884  2026: SGD 1,949  (CAGR -1.6%/yr)
  4-bed: 2023: SGD 1,988  2024: SGD 2,055  2025: SGD 2,473  2026: SGD 2,581  (CAGR +9.1%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_toa_payoh,roi,Toa Payoh,Central Region,2022,2003.0,3.36,4.23,226,4.5,"Area Investment Profile — Toa Payoh | Central Region

Location & Accessibility:
  MRT access: 226m avg — Excellent (≤500m)
  Distance to CBD: 4.5 km
  Nearest top primary school: 783m
  Nearest shopping mall: 1780m
  Nearest park: 461m

Private Property PSF (URA transaction data):
  2021: SGD 1,698  2022: SGD 1,798  2023: SGD 1,844  2024: SGD 1,912  2025: SGD 1,978
  PSF CAGR 2021-2026: +3.4%/yr
  Based on 2,097 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 7.06 (2026Q1)
  Gross rental yield: 4.23%/yr
  Net rental yield (est.): 3.23%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 1,573  2024: SGD 1,586  2025: SGD 1,461  2026: SGD 1,417  (CAGR -3.4%/yr)
  2-bed: 2023: SGD 1,282  2024: SGD 1,272  2025: SGD 1,278  2026: SGD 1,297  (CAGR +0.4%/yr)
  3-bed: 2023: SGD 1,209  2024: SGD 1,155  2025: SGD 1,198  2026: SGD 1,261  (CAGR +1.4%/yr)
  4-bed: 2023: SGD 1,184  2024: SGD 1,178  2025: SGD 1,229  2026: SGD 1,252  (CAGR +1.9%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_woodlands,roi,Woodlands,North Region,2022,1240.0,6.95,5.28,975,14.1,"Area Investment Profile — Woodlands | North Region

Location & Accessibility:
  MRT access: 975m avg — Good (500-1000m)
  Distance to CBD: 14.1 km
  Nearest top primary school: 6031m
  Nearest shopping mall: 781m
  Nearest park: 704m

Private Property PSF (URA transaction data):
  2021: SGD 886  2022: SGD 1,024  2023: SGD 1,082  2024: SGD 1,184  2025: SGD 1,199
  PSF CAGR 2021-2026: +7.0%/yr
  Based on 1,700 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 5.46 (2026Q1)
  Gross rental yield: 5.28%/yr
  Net rental yield (est.): 4.28%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 1,234  2024: SGD 1,219  2025: SGD 1,066  2026: SGD 1,050  (CAGR -5.2%/yr)
  2-bed: 2023: SGD 1,106  2024: SGD 1,095  2025: SGD 1,030  2026: SGD 1,026  (CAGR -2.5%/yr)
  3-bed: 2023: SGD 1,059  2024: SGD 1,051  2025: SGD 941  2026: SGD 929  (CAGR -4.3%/yr)
  4-bed: 2023: SGD 953  2024: SGD 942  2025: SGD 828  2026: SGD 817  (CAGR -5.0%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
roi_yishun,roi,Yishun,North Region,2022,1344.0,2.17,4.05,1565,12.5,"Area Investment Profile — Yishun | North Region

Location & Accessibility:
  MRT access: 1565m avg — Low (>1.5km)
  Distance to CBD: 12.5 km
  Nearest top primary school: 2194m
  Nearest shopping mall: 1678m
  Nearest park: 542m

Private Property PSF (URA transaction data):
  2021: SGD 1,207  2022: SGD 1,236  2023: SGD 1,269  2024: SGD 1,301  2025: SGD 1,334
  PSF CAGR 2021-2026: +2.2%/yr
  Based on 4,994 transactions (2020-2026)

Rental Market:
  Median rental PSF/month: SGD 4.54 (2026Q1)
  Gross rental yield: 4.05%/yr
  Net rental yield (est.): 3.05%/yr

Forecast PSF by bedroom type (model vintage 2022, directional only):
  1-bed: 2023: SGD 1,309  2024: SGD 1,297  2025: SGD 1,167  2026: SGD 1,154  (CAGR -4.1%/yr)
  2-bed: 2023: SGD 1,038  2024: SGD 1,002  2025: SGD 970  2026: SGD 1,001  (CAGR -1.2%/yr)
  3-bed: 2023: SGD 995  2024: SGD 961  2025: SGD 920  2026: SGD 947  (CAGR -1.6%/yr)
  4-bed: 2023: SGD 1,086  2024: SGD 1,083  2025: SGD 964  2026: SGD 948  (CAGR -4.4%/yr)

Note: PSF trend from URA live data (authoritative). Forecast from proprietary model — treat as directional. Model vintage 2022."
